latitude,longitude,cluster
12.94652347279404,77.51736109077058,4
12.939432034967956,77.60211227392077,4
13.003268698183009,77.66776388668842,0
13.093776155773078,77.69801828720432,0
12.957020743182776,77.40395174796821,3
12.918611976300276,77.61005590244396,2
12.837738506679022,77.6756226251398,2
12.955647262025362,77.43529466735,3
13.062341002337352,77.5248791866872,3
12.823963303789878,77.62939820859066,2
13.06443409817733,77.63178866346297,0
12.88285871331497,77.40510170752816,1
12.990998567518451,77.44740785092328,3
12.897248697024652,77.68056545545652,2
13.003823783164805,77.68101654468609,0
13.08057190716127,77.53556509807443,3
12.981395382113686,77.57748758680037,4
12.918773565823306,77.41888496173641,1
13.033837711834524,77.43624399919132,3
12.861957750696767,77.5637987179268,2
12.86641953442622,77.45983719016535,1
12.815004739965964,77.68296648851262,2
13.058097501235746,77.55596826109358,0
12.942781043140934,77.58370962870504,4
12.90626353964736,77.41615911477076,1
12.854120266190096,77.60052016677545,2
12.914427330716377,77.49111694732471,1
12.95679379929015,77.49804085454139,4
12.862642607757753,77.46842434291729,1
12.874971359835024,77.61485737191529,2
13.075029541802644,77.40942240756482,3
12.953657311651265,77.48100116545943,3
12.83422233883753,77.69338302098308,2
13.087280578579747,77.46186566408808,3
12.95535846373833,77.66258295194602,0
13.083967743897317,77.43570079463345,3
12.8814490724454,77.58333967794582,2
12.976292348645892,77.52996382131475,4
12.90276660999452,77.52136667825465,1
12.884062660741709,77.62649460976651,2
13.015533979144635,77.60113457557688,0
12.867597619887048,77.52650478548597,1
12.850565832884646,77.46346115558566,1
13.087894962343894,77.63877416956414,0
13.008621287110326,77.4521819508875,3
13.0359235579009,77.560036989953,4
12.904377562212138,77.40946934887002,1
13.05448475956062,77.45063776436403,3
12.887966148849872,77.55545160120462,2
12.82624551149794,77.68910883304395,2
12.915423430189303,77.50509803172953,1
13.077419513403472,77.60178462322142,0
12.907452260019824,77.41580320890753,1
12.95865301720085,77.56192673427728,4
12.949218747422597,77.66720254086813,0
12.937770328317612,77.61278383886956,4
13.031819439012589,77.49246605576165,3
13.05113787090245,77.41675616584907,3
13.094540152892176,77.56350346898522,0
12.820718443592174,77.54168307275499,2
12.89558600415452,77.63262051725053,2
12.835831545895228,77.52602917212596,1
12.82786621179762,77.5361489867706,1
12.901846519418877,77.42594036071277,1
12.826720840516842,77.51373198357143,1
12.959109619064128,77.59538624389286,4
12.937919478559795,77.64406484978402,2
12.831540262418471,77.55067059112898,2
12.985907573485724,77.4164713975304,3
12.971261919199096,77.55852550639595,4
13.088377191428052,77.56087842383904,0
12.970470362549705,77.57289930710581,4
12.951134023423004,77.62208099101076,4
13.001918579286691,77.6470207616422,0
13.026490118883652,77.68746645130038,0
12.832642108273324,77.63062385613901,2
12.86699311405469,77.48561582016654,1
12.818754665769903,77.60422697711846,2
13.0068002398617,77.60480410538563,0
12.823612584793375,77.45782200893808,1
12.961405305473123,77.62711329628706,4
13.092424044569926,77.58697404272402,0
13.00187175795075,77.66048419738328,0
12.914798958160029,77.60121649106674,2
13.03804274677579,77.43827457371025,3
13.042815174456011,77.49370845161461,3
12.897014118160426,77.43703303377964,1
13.01947082969256,77.47877681513278,3
12.963719336306031,77.60935551054006,4
12.960362884269276,77.60350323074674,4
12.96923823611209,77.5869423409398,4
13.004631195608791,77.68830531834375,0
12.872894176644442,77.6323440916599,2
12.935588646219278,77.43415614936914,1
12.883626011867849,77.53264486524743,1
12.990742679707765,77.60529697728265,4
13.083890914751372,77.59322148788381,0
13.023298594131704,77.40123114360206,3
12.88811057486719,77.56885187768015,2
12.823835904140156,77.65218737295014,2
12.98674231214305,77.57318665186564,4
12.960513687796428,77.4507743696942,3
13.053001056193558,77.62242098167606,0
12.945242875942904,77.66942940275888,0
13.083658184595404,77.65331151689375,0
12.941792997163352,77.51768322676492,4
12.960818470187917,77.47824808296456,3
13.020757489012627,77.6063103479756,0
12.976593501673342,77.43829006341066,3
13.084636444454166,77.4372989049569,3
13.059935541026451,77.63566159064862,0
12.91906218482426,77.69594570959643,2
12.905056295424872,77.4744272205468,1
12.93856016219092,77.41877899926224,1
12.942577478972863,77.59248866132384,4
13.04237309136388,77.62914956274581,0
12.836830801411011,77.5678866409108,2
12.898178757326969,77.6947260271517,2
12.903791315074717,77.58048001654832,2
13.018330642260944,77.67663054264789,0
12.922195016170583,77.67814012386197,2
12.86838184176261,77.60443487776315,2
13.060716134130208,77.67509393400572,0
12.800011465682042,77.42868021052287,1
13.002399028859358,77.5327287523862,4
12.969262987129854,77.40569211080911,3
12.850363368298227,77.67028102036029,2
12.905742469709564,77.46925847370846,1
13.07237190891584,77.65264834198581,0
12.944608454027636,77.47667148486765,1
12.835334927308653,77.49152966384611,1
12.825451592713751,77.50052318905459,1
12.970641990912718,77.4590543549873,3
13.082927095106632,77.47829403560917,3
12.836188397590266,77.6521002280905,2
13.036117571199965,77.67193427979353,0
12.981735461835772,77.64873310353134,0
12.837054304822168,77.43362708822791,1
13.089355202228338,77.50877089349635,3
12.869907006839414,77.62840029270481,2
12.94181805759611,77.59073284550429,4
12.854151810458552,77.61933633050172,2
13.092585703695368,77.50970557425785,3
12.853572170703938,77.50198696410662,1
12.874497060308586,77.64360137788813,2
13.042365162478394,77.51022220034436,3
12.81038919080261,77.61097371385353,2
12.87662004964134,77.50527721893089,1
12.820811063750924,77.64066688470638,2
13.021977410048898,77.47402289835561,3
13.02188303327652,77.53672603001974,4
13.01265757056608,77.59593646501718,0
13.029972848265714,77.48460163400905,3
12.946704739721476,77.51419279068456,4
13.010772882393098,77.44853083333359,3
12.858520464060453,77.64752161141925,2
12.893939850642887,77.46510891691219,1
12.9028700839856,77.57671804358905,2
12.89052194512483,77.46007653195574,1
12.895592401677318,77.45756811486787,1
12.863615842393152,77.47194136078248,1
12.964135065481816,77.44874163085608,3
13.041296597553773,77.44899831997662,3
12.96528400733946,77.69468661915225,0
13.010730853812582,77.40061925035774,3
12.800037832465566,77.696103267028,2
12.900502823322466,77.44492565764563,1
13.065797549420196,77.59316631067655,0
12.931328143216898,77.50294316168151,4
12.88102394442105,77.54419147761352,2
12.859129715555587,77.67772118801017,2
12.86020563020808,77.55401965819586,2
12.912521332841814,77.5755718836741,4
12.866964623307148,77.67331440670824,2
12.96158398920164,77.52889726919523,4
13.09939511436191,77.50375322758774,3
13.014293153163832,77.57387253308512,4
12.816155727024828,77.4713338597623,1
13.04039486952915,77.54343415031082,4
12.966021002164814,77.61401631463974,4
13.086551753257336,77.58523529925468,0
13.048488387274896,77.6941671834878,0
13.038537796863515,77.64312495843808,0
12.833038124284116,77.65085197531879,2
13.064648574221524,77.54371634655902,3
13.017962054577106,77.42153504520734,3
12.896560932642572,77.60634068128333,2
12.944946623950411,77.43069493476986,1
12.81053927086208,77.68588863189227,2
13.003478802006796,77.40390572196486,3
13.052423503094904,77.68338163743411,0
12.9424885360019,77.68832734410972,0
12.868205264003734,77.53556310596231,1
13.06292348444922,77.61101461447743,0
12.890234973671571,77.64325805254302,2
13.005724267891628,77.44174350004869,3
12.831804612232265,77.46127854076785,1
12.821364129647206,77.47220045195338,1
12.963806955881417,77.52601185135556,4
12.842329593950618,77.4879820904803,1
12.804425277733277,77.5749178787536,2
12.975614131885877,77.69143428057018,0
13.059889892678363,77.59505327536709,0
12.896429809045898,77.40476414053894,1
12.97954703912595,77.48158851895015,3
12.83873922180948,77.57319391879682,2
12.925334650650482,77.64799213716553,2
12.867493122286806,77.60470180115401,2
12.973215493547288,77.44710481943635,3
13.049552683191475,77.57267731581503,0
13.048177200075813,77.64647604264665,0
13.037461238045491,77.4837414173623,3
13.023162371094068,77.6622996073184,0
13.049871534359404,77.40010462834461,3
12.968480734982176,77.69262227765384,0
12.90917027788053,77.45198031834128,1
12.96804178809379,77.6379847417814,0
12.892713332589746,77.6153956944704,2
13.012544213183132,77.41587553931215,3
13.003556729102351,77.63819081157204,0
12.902749481021504,77.49979795263683,1
12.934822189820071,77.43584897167334,1
12.901572082631732,77.6113053381189,2
13.081974205004402,77.62006769572044,0
13.03129234497024,77.46887558221043,3
12.920852849770242,77.40246182769049,1
13.001668144946931,77.572723002082,4
12.956678676266172,77.60443660074739,4
12.907889822002224,77.60309432650672,2
13.014480951149665,77.64130741323306,0
13.020858086374783,77.6224168994426,0
13.080862914891616,77.48467934795906,3
12.849200208356212,77.42782395602849,1
13.069710899022471,77.49852942327134,3
13.026679701311616,77.40735007780819,3
12.9894730676604,77.6326222543128,0
13.00430861125084,77.57364735701212,4
13.014501558047552,77.4543854044542,3
12.915273056352415,77.45260842348944,1
12.870530719854337,77.62598583781487,2
12.822047173144924,77.40905473758913,1
12.945610612680506,77.6705009799275,0
12.946436297285194,77.56268986612434,4
13.086584162997305,77.55450783327476,0
13.038655591249736,77.67755546552381,0
12.855094805475314,77.49763753128732,1
12.963309892056175,77.68455772430768,0
12.961054340911913,77.65845083530984,0
12.93964783671189,77.42170483068232,1
12.920834859203213,77.56705724504283,4
12.80002117104544,77.65092940583753,2
13.02727478526234,77.43005696537615,3
12.805310189312548,77.54989659915223,2
13.034156214679689,77.54595908839705,4
12.93159108575281,77.59728572354933,4
12.80126626414491,77.63875198863254,2
12.864377568998943,77.4001118961474,1
12.847456440656064,77.58851339522523,2
12.974553444495434,77.69907562096957,0
12.860080683607316,77.54775791112851,2
12.872556201626178,77.4137416220647,1
12.972650135822574,77.6007124225444,4
13.000453156124244,77.5987833678734,4
12.974952324917544,77.64153695078117,0
13.023961138522258,77.45104211754722,3
12.901310463391097,77.67052709835933,2
12.829181964780082,77.52043556163336,1
12.986542839487113,77.42580536737503,3
12.87478857865288,77.51585890773036,1
13.063729690861823,77.60477287654129,0
13.097625631993983,77.5655524948499,0
12.964604510985277,77.59861427051905,4
12.815657789735765,77.44421136020209,1
13.093265091815198,77.59603130761145,0
13.021226931135518,77.5849594747861,0
12.987796852285976,77.41032439915531,3
12.910432605507392,77.55043308221451,4
12.817109423165643,77.56965328590759,2
12.957051143975193,77.56850270017574,4
12.862834478533127,77.57775573033878,2
13.062717027151974,77.46377201585918,3
12.970234099913402,77.64035565189519,0
13.04872088178789,77.45209133953122,3
12.921520274799118,77.60096088094754,4
12.989609208054503,77.45990892388058,3
12.8943264504803,77.58613320918859,2
13.01776625169319,77.4076104418179,3
13.0255154781719,77.63326131347239,0
12.9545527270479,77.57805284720922,4
13.007195458631472,77.65123791695392,0
13.066911160991852,77.56803717207657,0
13.047746665488738,77.44952471481426,3
12.982604759918646,77.52019745613957,4
13.016585357691548,77.401731690732,3
12.981889817961482,77.45615643917465,3
13.05524108367718,77.49695793060786,3
12.974559210019954,77.59159990888298,4
12.848433545006106,77.63218496849774,2
12.824080603836098,77.48765740397957,1
12.859985838410903,77.66120817437745,2
12.811631842850478,77.50595863514725,1
13.083080609121025,77.42831698340792,3
12.816403771029938,77.44786683692345,1
13.016564377490726,77.51524055160725,3
13.066411803246046,77.43866908845706,3
12.85885501366236,77.56241763583641,2
12.92241758798274,77.65014088422177,2
12.912403962888396,77.62599722034655,2
12.962991513089644,77.45868568325582,3
12.85111852455881,77.57841326853669,2
13.008126648169553,77.45611456722452,3
12.91984184816401,77.53547775238806,4
13.061822083321372,77.60895862634311,0
12.814166197095174,77.6421645898238,2
13.00322707578524,77.66804778519794,0
13.09342080729068,77.56405997810779,0
13.025882852746912,77.45464444928652,3
13.032182773817212,77.44202485889424,3
13.079219525795766,77.43013793928412,3
12.880268733611253,77.49047042083187,1
13.096448469235655,77.62089732725894,0
13.007182605614329,77.55380477616032,4
12.85259522554814,77.56819094802927,2
12.93271213592102,77.6807697063036,2
12.940191965868964,77.63744374600114,2
13.020605785735562,77.6069319907551,0
12.891979394230953,77.43089139997493,1
12.988399938909485,77.49104987743719,3
13.097658140029576,77.49208376925561,3
12.911597113238145,77.42842678990489,1
13.045318729076673,77.66521357165868,0
12.869853091880836,77.48075250937758,1
12.964082841963013,77.69133913846088,0
12.839871919811422,77.55869349817614,2
13.09305100134471,77.5177447200028,3
13.017602141100213,77.63893514269459,0
12.890386280401136,77.41850798598212,1
13.084158969530304,77.68913659752084,0
13.02526112629324,77.47078427285331,3
12.89278234102292,77.60923154464362,2
13.011681478799478,77.60827968406397,0
12.811557649291895,77.64735071562046,2
12.86932836746738,77.65418783582857,2
12.858606875892931,77.44333813697806,1
13.069706934998637,77.66834546216423,0
12.840242427232631,77.57519918120774,2
12.838577760973282,77.62140050180821,2
12.88875199717865,77.59710264835381,2
12.903201382841232,77.60853949167797,2
12.973158173151464,77.41456857846892,3
13.074439733376424,77.60736701467516,0
12.850833635516418,77.64298505751137,2
12.893377777591695,77.56568850145908,2
13.06311822958045,77.51858994285365,3
12.985202282401255,77.58822298621264,4
13.039725766432198,77.48699054979264,3
12.859918676436653,77.45574413775128,1
13.071385971264752,77.4796757270605,3
12.93793781320444,77.43760201239728,1
13.01830482051601,77.65440455390434,0
12.917165413473093,77.40679024248844,1
13.01612324963771,77.60839871024466,0
13.059778224851698,77.60662786420666,0
12.979739002346149,77.45517741052241,3
13.052203991314418,77.42262375767496,3
12.851407096394462,77.4487051801583,1
12.905382125355295,77.59944434016192,2
12.838121752272396,77.50005120119933,1
13.007954049857132,77.63215961935911,0
13.002936167473353,77.5427091890502,4
13.074304931182937,77.48270650376428,3
12.881434212049603,77.4531701629476,1
13.091088856118626,77.65621637515945,0
13.067417884091912,77.47482078229818,3
12.834470984016177,77.46480765612147,1
12.95485307252692,77.49906061383214,4
13.016754566299172,77.65232409695747,0
13.016737754222143,77.50450996315139,3
12.851076000758953,77.47524249726106,1
13.053536483249864,77.58817277947627,0
13.059699646214002,77.66665163594517,0
12.99731655413921,77.54414132951726,4
13.008490251859769,77.59544051573162,0
13.07366020290239,77.47248917991263,3
12.98777666486659,77.68780924923617,0
12.83948584602106,77.5961983472614,2
12.8430504490795,77.4087437269675,1
12.998923104639283,77.53531540589675,4
12.893647085147045,77.50942080544893,1
12.906103579309573,77.4527830627562,1
13.03447632162669,77.43366794925014,3
13.091463409486751,77.61867079918461,0
13.000276435932912,77.412498337501,3
12.994048388403362,77.66432023673833,0
12.91632336300893,77.56019575998783,4
12.89222268991879,77.42688885374203,1
12.984830567903051,77.40850473749042,3
12.939928090848236,77.50932189390144,4
12.974422806980469,77.48551154541828,3
12.80851435368034,77.58774724443202,2
12.84135946719605,77.59735162832817,2
12.880764300894617,77.67534023802904,2
13.051375592760506,77.64586281086179,0
12.89906886642178,77.59072949345475,2
12.854654791221712,77.47146522123649,1
13.0799811517154,77.62776795393027,0
13.008841366907374,77.52918944281953,4
12.838304701984535,77.64300950772022,2
12.970366119164868,77.48333340877706,3
12.97650229672644,77.60542506714314,4
13.061127006917657,77.56945794946239,0
13.091314260683603,77.57657743454752,0
12.93843385361342,77.4203315938964,1
12.993434764877204,77.43892174216512,3
12.82010086511614,77.63477246316539,2
12.973927082396346,77.6935948234974,0
12.939796090528342,77.60258036249164,4
12.814093293215718,77.5494703584081,2
12.83928207195522,77.53028984782283,1
12.991586442782612,77.52916495430067,4
12.92311610812992,77.44207601287589,1
13.062622276453636,77.62975582568575,0
13.049538373196302,77.48426629308406,3
13.042472387895844,77.69141990981475,0
12.868633174951931,77.55189512113094,2
12.84551526387824,77.65825422464465,2
12.939909967396334,77.51806365962314,4
12.898591258303398,77.58717408094716,2
13.0818394126407,77.55753820718917,0
12.928236864948447,77.56714205372127,4
12.865739124721545,77.55747762279171,2
12.845007226637964,77.46037417591916,1
12.971860792122014,77.51312790158612,4
12.861972251265732,77.66973694474586,2
12.94992918697325,77.53377501501937,4
12.907954494951564,77.61721895476798,2
12.99538279224838,77.57165758846139,4
12.938331383186611,77.64374436535755,2
12.991042013953496,77.6502927509386,0
12.864714330945668,77.58628147127061,2
12.864428674830132,77.44555009119883,1
12.818066341351244,77.5546873740629,2
13.069956019063124,77.48279041228275,3
12.868216265327096,77.40184972662455,1
12.88483145313863,77.50877889928508,1
12.808603315477676,77.49460953199356,1
12.811227520153524,77.64184226276029,2
12.977429804922767,77.65106396130982,0
12.895788149522645,77.68643768902764,2
13.09539602120047,77.50442231663001,3
13.01592458741528,77.57774636606104,4
12.942076439371505,77.52770903437076,4
12.843778082567407,77.41788054314716,1
12.820983571722724,77.60238176342986,2
12.924130293685447,77.64591636623699,2
13.068122119924247,77.49428385607882,3
12.850261587686145,77.49621278366702,1
12.864013452771983,77.62198208458285,2
12.801660308563926,77.65689109509199,2
13.07225745015238,77.62055180054284,0
12.865106069389956,77.53732626711172,1
13.008844852651018,77.61817506673933,0
13.000594001589114,77.583884874699,4
12.810606060220756,77.65107379974187,2
13.070605153497617,77.5765868807957,0
12.836188425524744,77.53307092101531,1
12.845806611359174,77.40454748492198,1
13.010751514709508,77.57960421981355,4
12.886048065641544,77.6617398107853,2
12.82169330940139,77.43180848831912,1
12.862875091281351,77.6354806194023,2
12.872637559041957,77.64518669832607,2
13.044736101709589,77.50078402423831,3
13.06313145419914,77.67737222832176,0
12.873833131174774,77.59913850439618,2
12.945671480614411,77.60232318091606,4
13.02144464652498,77.52948571027821,4
13.064719062501556,77.42207005984709,3
12.944751416771863,77.41399847279791,1
12.986087089478035,77.49987555324697,3
12.916086656431071,77.57859821163215,4
12.927803631770018,77.68106652785333,2
12.936613691245396,77.4618447279546,1
12.871003933854317,77.63691559613277,2
12.827186731905211,77.59602311748371,2
12.937005321548906,77.66858042727772,2
12.903078948346645,77.49928781897455,1
13.070152331379736,77.60010599191523,0
12.94159349468908,77.55805616466674,4
12.981429367446257,77.52225193437988,4
12.927389099866328,77.55909097246825,4
12.995125138338013,77.47065767695433,3
12.945319781432294,77.51319382976529,4
12.976789226291444,77.4450339453636,3
12.965042194129325,77.55670372701145,4
13.069032989484864,77.56193991031991,0
12.840439029710204,77.41463169468835,1
12.829974954865971,77.49433018475015,1
12.867052647320062,77.65490645896782,2
13.098392383471,77.49798434180452,3
12.880083175922394,77.54786376367304,2
13.054529816221116,77.55368210722017,4
12.92773913377323,77.55586338933408,4
12.94982086873024,77.5662411217188,4
13.001275100753418,77.61638127193106,0
12.821211647307509,77.6552832122447,2
12.899924052542458,77.56831810938804,2
12.965458967353795,77.59026132736525,4
13.038024131875645,77.46237116289487,3
13.025737743791405,77.4876480483587,3
13.051589026473792,77.4675532203162,3
12.864036907267408,77.57189543169613,2
12.955674779568769,77.65311561301267,0
13.04394874646975,77.55900993730457,4
12.935122863980256,77.67870438503896,2
13.045843585265157,77.6044672781238,0
12.834493326393764,77.4843428463956,1
12.822235591627685,77.5895408897291,2
12.95922100383098,77.43248765056875,3
12.858331138746877,77.67032596778768,2
12.941230210301203,77.58025133008567,4
12.989710654883318,77.58215379280827,4
12.981796544332738,77.63756922994526,0
13.079905063243404,77.6644652112342,0
12.831508012883573,77.62964395265925,2
12.911489466581898,77.67499684058907,2
13.059125572775867,77.53333273012305,3
12.96955084054479,77.47855204276142,3
12.825919967842626,77.53221256484733,1
12.848725310640177,77.67987828230315,2
12.928167761005517,77.42897119045207,1
12.806120804920992,77.48554087834871,1
12.91536072928515,77.63250238925387,2
12.822422815087306,77.57030436471096,2
12.920253905946817,77.68119814369662,2
13.093301979163677,77.42602205534848,3
12.992872858237256,77.69728373717444,0
12.809069918727513,77.53746750115536,1
12.97421614587874,77.55516999098784,4
12.96888196477116,77.40177474370432,3
12.926229985828655,77.45886911653112,1
12.902275468176846,77.55434313636587,4
13.03711067815138,77.58935187135965,0
13.08535039070417,77.68003454850852,0
12.929993527922775,77.45141446264883,1
12.968401756393972,77.45131467866052,3
12.972680482942437,77.53711075839097,4
12.80298045160909,77.46908024957476,1
13.064911790180927,77.68806278171778,0
12.982952992606934,77.66271712514303,0
12.951551491104343,77.49031476708001,4
13.074067801928924,77.45394036531795,3
12.807298508607005,77.55395203492034,2
13.012664793889108,77.55819790676277,4
12.878320867493631,77.47013409903067,1
12.956098800990231,77.62945549353756,4
12.870359016380338,77.48874469331295,1
12.801957903080204,77.64388698179152,2
13.03539382616829,77.63181074799782,0
13.06081065849137,77.48110088589091,3
13.068492617573398,77.59149032016353,0
13.060410973987768,77.54942839871832,3
13.042357478424876,77.63218653818117,0
13.096718196723172,77.66592240717371,0
12.82352954109823,77.53379383971628,1
13.079341976689738,77.40032608930579,3
12.864809133088825,77.43004288517587,1
13.0867726261629,77.68408841252726,0
12.912844097278803,77.40761123234347,1
12.879973954490872,77.41045465779892,1
12.923814101485693,77.49768050885008,1
12.94001018052836,77.4058262064489,1
12.92403405200248,77.57967070680284,4
12.856497207764855,77.61733718084058,2
12.898627558850878,77.600747149863,2
12.881946586200554,77.43025387306207,1
12.85787343909658,77.6228688236403,2
13.015835727521116,77.54381174651417,4
13.07061648919582,77.60985502339902,0
12.939703434391754,77.54509617847592,4
12.984887388655968,77.47121392846047,3
13.001984555353458,77.62063474977748,0
13.023578437210627,77.6184795608534,0
12.803115734570142,77.62094756045163,2
12.976968021478951,77.58752315080939,4
12.859753138148534,77.52802730383571,1
13.064842821134109,77.52292010888772,3
13.095979830202968,77.51632842917222,3
12.869515199996956,77.51449195331075,1
12.860469876882128,77.6579720207574,2
12.870371088909902,77.55086028014124,2
13.027591809254307,77.66174919875013,0
12.977037246248218,77.40025264196713,3
