datetime,crime_type,latitude,longitude,area
2023-08-25 09:47:37,Fraud,12.905056295424872,77.4744272205468,Fowlerberg
2023-10-15 03:17:27,Robbery,12.93856016219092,77.41877899926224,West Jeanton
2023-12-18 16:33:28,Fraud,12.942577478972863,77.59248866132384,Bradyville
2024-02-23 23:06:54,Robbery,13.042373091363881,77.62914956274581,North Tonyachester
2024-08-25 09:16:53,Theft,12.836830801411011,77.5678866409108,Joshuaville
2025-07-23 02:39:00,Robbery,12.898178757326969,77.6947260271517,East Michael
2024-04-06 20:23:53,Robbery,12.903791315074715,77.58048001654832,Kathrynchester
2023-07-25 09:17:11,Theft,13.018330642260945,77.67663054264789,Howardstad
2023-06-28 21:10:17,Burglary,12.922195016170585,77.67814012386197,Stephenland
2022-10-21 09:45:24,Assault,12.86838184176261,77.60443487776315,South Annaton
2024-12-20 06:52:11,Robbery,13.060716134130207,77.67509393400572,North Marisa
2025-04-20 09:15:52,Burglary,12.800011465682042,77.42868021052287,Kirkland
2022-09-02 00:33:59,Robbery,13.002399028859358,77.5327287523862,Suarezstad
2023-12-09 05:44:26,Assault,12.969262987129854,77.40569211080911,Nguyenmouth
2022-10-08 10:16:56,Burglary,12.850363368298227,77.67028102036029,Lake Raymond
2024-07-29 19:17:35,Assault,12.905742469709564,77.46925847370846,Russellberg
2023-09-15 15:07:22,Theft,13.07237190891584,77.65264834198581,Freemanberg
2024-04-19 11:23:16,Theft,12.944608454027637,77.47667148486765,Brendaville
2025-04-30 07:31:34,Theft,12.835334927308653,77.49152966384611,North Dylanmouth
2023-01-18 22:03:25,Robbery,12.825451592713753,77.50052318905459,Hernandezview
2025-03-05 02:24:41,Robbery,12.970641990912718,77.4590543549873,Jamesstad
2025-04-30 15:15:20,Robbery,13.082927095106633,77.47829403560917,Herrerachester
2024-07-31 02:45:23,Assault,12.836188397590266,77.6521002280905,Thomasmouth
2024-11-06 13:32:52,Theft,13.036117571199965,77.67193427979353,East Danielstad
2023-11-07 22:03:26,Burglary,12.981735461835772,77.64873310353134,Feliciaport
2024-03-19 12:34:23,Burglary,12.837054304822168,77.43362708822791,West Jacqueline
2025-06-14 07:32:03,Robbery,13.089355202228338,77.50877089349635,Port Sharonbury
2022-08-17 22:17:10,Burglary,12.869907006839414,77.62840029270481,North Elizabethville
2025-08-04 13:39:47,Burglary,12.94181805759611,77.59073284550429,Branchborough
2024-01-06 22:14:37,Fraud,12.854151810458552,77.61933633050172,North Juliehaven
2023-01-04 12:25:31,Assault,13.092585703695368,77.50970557425785,Mcdowellbury
2023-04-28 12:29:04,Burglary,12.853572170703938,77.50198696410662,North Kevin
2023-04-30 23:18:52,Theft,12.874497060308586,77.64360137788813,East Elijahchester
2023-09-16 09:50:35,Fraud,13.042365162478394,77.51022220034436,New Anthonyberg
2023-11-15 09:33:03,Fraud,12.81038919080261,77.61097371385353,Gilesshire
2024-01-04 10:46:42,Burglary,12.876620049641339,77.50527721893089,East Rachel
2023-08-10 01:20:07,Burglary,12.820811063750925,77.64066688470638,North Sean
2024-01-26 09:28:43,Burglary,13.021977410048898,77.47402289835561,Jesseburgh
2023-05-15 13:22:25,Burglary,13.02188303327652,77.53672603001974,Delgadochester
2023-09-19 04:12:50,Robbery,13.01265757056608,77.59593646501718,Abigailland
2025-03-11 04:48:07,Fraud,13.029972848265714,77.48460163400905,North Victoriatown
2025-06-19 05:36:50,Assault,12.946704739721476,77.51419279068456,New Johnberg
2023-02-09 09:33:01,Robbery,13.010772882393098,77.44853083333359,Rachelton
2023-01-21 18:58:56,Robbery,12.858520464060453,77.64752161141925,New Richardburgh
2024-09-03 02:58:36,Theft,12.893939850642887,77.46510891691219,Jamesville
2023-03-10 05:12:15,Theft,12.9028700839856,77.57671804358905,Christineton
2023-01-29 06:39:28,Assault,12.89052194512483,77.46007653195574,Lake Dominic
2025-01-24 06:14:06,Robbery,12.895592401677318,77.45756811486787,Loganside
2022-09-27 13:32:54,Burglary,12.863615842393152,77.47194136078248,Contrerashaven
